Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
testsuite46,Chrome 130.0.0.0,,,23-10-2024 22:24:04,23-10-2024 22:24:57,53.273s,PASSED
,,,,,,,
Test Cases/SauceLab/TC3_Object,Chrome 130.0.0.0,,saucetag,23-10-2024 22:24:05,23-10-2024 22:24:57,51.164s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,23-10-2024 22:24:07,23-10-2024 22:24:17,10.146s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 130.0.0.0,,,23-10-2024 22:24:17,23-10-2024 22:24:20,3.556s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/body_You need to enable JavaScript to run t_37d0d7""))",Chrome 130.0.0.0,,,23-10-2024 22:24:20,23-10-2024 22:24:22,2.191s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""locked_out_user"")",Chrome 130.0.0.0,,,23-10-2024 22:24:22,23-10-2024 22:24:24,1.565s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 130.0.0.0,,,23-10-2024 22:24:24,23-10-2024 22:24:25,0.569s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 130.0.0.0,,,23-10-2024 22:24:25,23-10-2024 22:24:26,0.933s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 130.0.0.0,,,23-10-2024 22:24:26,23-10-2024 22:24:26,0.755s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Sorry, this user has been l_a91fd7""), 0)",Chrome 130.0.0.0,,,23-10-2024 22:24:26,23-10-2024 22:24:57,30.383s,PASSED
,,,,,,,
Test Cases/SauceLab/tc_selfhealingchk,Chrome 130.0.0.0,,,23-10-2024 22:24:57,23-10-2024 22:24:57,0.386s,PASSED
return null,Chrome 130.0.0.0,,,23-10-2024 22:24:57,23-10-2024 22:24:57,0.001s,PASSED
