Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KW8,Chrome 130.0.0.0,,,23-10-2024 22:37:04,23-10-2024 22:39:21,2m - 16.955s,PASSED
,,,,,,,
Test Cases/PBKW,Chrome 130.0.0.0,,,23-10-2024 22:38:26,23-10-2024 22:39:21,55.201s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,23-10-2024 22:38:26,23-10-2024 22:38:31,4.906s,PASSED
"navigateToUrl(""https://parabank.parasoft.com/parabank/index.htm;jsessionid=433A0C0C0BB91807C12AA4A71899882A"")",Chrome 130.0.0.0,,,23-10-2024 22:38:31,23-10-2024 22:38:34,3.437s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Welcome  Online Banking/a_Locations""))",Chrome 130.0.0.0,,,23-10-2024 22:38:34,23-10-2024 22:38:41,6.370s,PASSED
"com.test.pack1.customfunction8.printName(""sreeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"")",Chrome 130.0.0.0,,,23-10-2024 22:38:41,23-10-2024 22:38:41,0.008s,PASSED
"click(findTestObject(""Object Repository/Page_Automated Software Testing Solutions F_4f6c59/span_Products""))",Chrome 130.0.0.0,,,23-10-2024 22:38:41,23-10-2024 22:38:43,1.683s,PASSED
"click(findTestObject(""Object Repository/Page_Automated Software Testing Solutions F_4f6c59/span_CCtest""))",Chrome 130.0.0.0,,,23-10-2024 22:38:43,23-10-2024 22:38:46,3.133s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CCtest Check C and C Code Quality Tool_a48130/a_Try Parasoft""), 0)",Chrome 130.0.0.0,,,23-10-2024 22:38:46,23-10-2024 22:38:46,0.739s,PASSED
"click(findTestObject(""Object Repository/Page_CCtest Check C and C Code Quality Tool_a48130/span_Solutions""))",Chrome 130.0.0.0,,,23-10-2024 22:38:46,23-10-2024 22:38:47,0.735s,PASSED
"click(findTestObject(""Object Repository/Page_CCtest Check C and C Code Quality Tool_a48130/a_AUTOSAR C14""))",Chrome 130.0.0.0,,,23-10-2024 22:38:47,23-10-2024 22:39:04,17.002s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_AUTOSAR C Rules and Coding Standards C_501c1a/a_Contact Us""), 0)",Chrome 130.0.0.0,,,23-10-2024 22:39:04,23-10-2024 22:39:06,1.783s,PASSED
"click(findTestObject(""Object Repository/Page_AUTOSAR C Rules and Coding Standards C_501c1a/span_Industries""))",Chrome 130.0.0.0,,,23-10-2024 22:39:06,23-10-2024 22:39:07,0.663s,PASSED
"click(findTestObject(""Object Repository/Page_AUTOSAR C Rules and Coding Standards C_501c1a/a_Automotive""))",Chrome 130.0.0.0,,,23-10-2024 22:39:07,23-10-2024 22:39:10,3.164s,PASSED
"click(findTestObject(""Object Repository/Page_Automotive Embedded Software Testing S_981503/span_Customer Success""))",Chrome 130.0.0.0,,,23-10-2024 22:39:10,23-10-2024 22:39:11,0.888s,PASSED
"click(findTestObject(""Object Repository/Page_Automotive Embedded Software Testing S_981503/a_Customer Portal""))",Chrome 130.0.0.0,,,23-10-2024 22:39:11,23-10-2024 22:39:12,1.678s,PASSED
"switchToWindowTitle(""Customer Portal Home"")",Chrome 130.0.0.0,,,23-10-2024 22:39:12,23-10-2024 22:39:18,6.134s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Customer Portal Home/a_Announcements""), 0)",Chrome 130.0.0.0,,,23-10-2024 22:39:18,23-10-2024 22:39:21,2.644s,PASSED
