Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TCSuite1,Chrome 129.0.0.0,,,19-10-2024 01:38:18,19-10-2024 01:39:10,52.360s,PASSED
,,,,,,,
Test Cases/DemoBlazeTagsAdded,Chrome 129.0.0.0,,BlazeTag,19-10-2024 01:38:19,19-10-2024 01:38:39,20.134s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,19-10-2024 01:38:20,19-10-2024 01:38:26,6.287s,PASSED
"navigateToUrl(""https://www.demoblaze.com/"")",Chrome 129.0.0.0,,,19-10-2024 01:38:26,19-10-2024 01:38:28,1.585s,PASSED
"click(findTestObject(""Object Repository/Page_STORE/a_Monitors""))",Chrome 129.0.0.0,,,19-10-2024 01:38:28,19-10-2024 01:38:32,3.992s,PASSED
"click(findTestObject(""Object Repository/Page_STORE/a_ASUS Full HD""))",Chrome 129.0.0.0,,,19-10-2024 01:38:32,19-10-2024 01:38:34,2.260s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_STORE/h2_ASUS Full HD""), 0)",Chrome 129.0.0.0,,,19-10-2024 01:38:34,19-10-2024 01:38:35,1.273s,PASSED
"click(findTestObject(""Object Repository/Page_STORE/a_Add to cart""))",Chrome 129.0.0.0,,,19-10-2024 01:38:35,19-10-2024 01:38:36,0.537s,PASSED
"cart = findTestObject(""Object Repository/Page_STORE/a_Add to cart"")",Chrome 129.0.0.0,,,19-10-2024 01:38:36,19-10-2024 01:38:36,0.036s,PASSED
"verifyElementPresent(cart, 3)",Chrome 129.0.0.0,,,19-10-2024 01:38:36,19-10-2024 01:38:37,0.860s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,19-10-2024 01:38:37,19-10-2024 01:38:39,2.234s,PASSED
,,,,,,,
Test Cases/ParaBank,Chrome 129.0.0.0,,parabanktag,19-10-2024 01:38:39,19-10-2024 01:39:10,31.251s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,19-10-2024 01:38:40,19-10-2024 01:38:43,3.275s,PASSED
"navigateToUrl(""https://parabank.parasoft.com/parabank/index.htm;jsessionid=433A0C0C0BB91807C12AA4A71899882A"")",Chrome 129.0.0.0,,,19-10-2024 01:38:43,19-10-2024 01:38:47,3.925s,PASSED
