Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ParaBankTestSuite,Chrome 130.0.0.0,,,23-10-2024 22:51:18,23-10-2024 22:51:58,39.997s,PASSED
,,,,,,,
Test Cases/ParaBank,Chrome 130.0.0.0,,parabanktag,23-10-2024 22:51:19,23-10-2024 22:51:58,38.760s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,23-10-2024 22:51:21,23-10-2024 22:51:29,7.667s,PASSED
"navigateToUrl(""https://parabank.parasoft.com/parabank/index.htm;jsessionid=433A0C0C0BB91807C12AA4A71899882A"")",Chrome 130.0.0.0,,,23-10-2024 22:51:29,23-10-2024 22:51:33,4.626s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Welcome  Online Banking/a_Register""))",Chrome 130.0.0.0,,,23-10-2024 22:51:33,23-10-2024 22:51:36,2.872s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_First Name_customer.firstName""), fname)",Chrome 130.0.0.0,,,23-10-2024 22:51:36,23-10-2024 22:51:37,1.173s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Last Name_customer.lastName""), lname)",Chrome 130.0.0.0,,,23-10-2024 22:51:37,23-10-2024 22:51:38,0.969s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Address_customer.address.street""), ""t"")",Chrome 130.0.0.0,,,23-10-2024 22:51:38,23-10-2024 22:51:39,0.829s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_City_customer.address.city""), ""t"")",Chrome 130.0.0.0,,,23-10-2024 22:51:39,23-10-2024 22:51:40,0.857s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_City_customer.address.city""))",Chrome 130.0.0.0,,,23-10-2024 22:51:40,23-10-2024 22:51:40,0.554s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_State_customer.address.state""), ""t"")",Chrome 130.0.0.0,,,23-10-2024 22:51:40,23-10-2024 22:51:41,0.959s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_State_customer.address.state""))",Chrome 130.0.0.0,,,23-10-2024 22:51:41,23-10-2024 22:51:42,0.422s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Zip Code_customer.address.zipCode""), ""222"")",Chrome 130.0.0.0,,,23-10-2024 22:51:42,23-10-2024 22:51:43,1.227s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Phone_customer.phoneNumber""), ""22332"")",Chrome 130.0.0.0,,,23-10-2024 22:51:43,23-10-2024 22:51:44,1.322s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_SSN_customer.ssn""), """")",Chrome 130.0.0.0,,,23-10-2024 22:51:44,23-10-2024 22:51:46,1.909s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_SSN_customer.ssn""))",Chrome 130.0.0.0,,,23-10-2024 22:51:46,23-10-2024 22:51:47,0.670s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Username_customer.username""), ""test"")",Chrome 130.0.0.0,,,23-10-2024 22:51:47,23-10-2024 22:51:49,1.738s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Password_customer.password""), ""P9ET2sDE0SE="")",Chrome 130.0.0.0,,,23-10-2024 22:51:49,23-10-2024 22:51:50,1.595s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Confirm_repeatedPassword""), ""P9ET2sDE0SE="")",Chrome 130.0.0.0,,,23-10-2024 22:51:50,23-10-2024 22:51:51,0.916s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Confirm_button""))",Chrome 130.0.0.0,,,23-10-2024 22:51:51,23-10-2024 22:51:54,2.412s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Username_username""), ""test"")",Chrome 130.0.0.0,,,23-10-2024 22:51:54,23-10-2024 22:51:55,1.432s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Password_password""), ""P9ET2sDE0SE="")",Chrome 130.0.0.0,,,23-10-2024 22:51:55,23-10-2024 22:51:56,0.758s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Password_button""))",Chrome 130.0.0.0,,,23-10-2024 22:51:56,23-10-2024 22:51:57,1.487s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_ParaBank  Error/p_The username and password could not be verified""))",Chrome 130.0.0.0,,,23-10-2024 22:51:57,23-10-2024 22:51:58,0.739s,PASSED
