Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
tc46suite,Chrome 130.0.0.0,,,23-10-2024 23:52:17,23-10-2024 23:52:43,25.916s,PASSED
,,,,,,,
Test Cases/tc46,Chrome 130.0.0.0,,,23-10-2024 23:52:20,23-10-2024 23:52:43,22.929s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,23-10-2024 23:52:22,23-10-2024 23:52:29,7.542s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 130.0.0.0,,,23-10-2024 23:52:29,23-10-2024 23:52:33,3.499s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/img""))",Chrome 130.0.0.0,,,23-10-2024 23:52:33,23-10-2024 23:52:35,2.088s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_FI-SW-01""))",Chrome 130.0.0.0,,,23-10-2024 23:52:35,23-10-2024 23:52:36,1.213s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Add to Cart""))",Chrome 130.0.0.0,,,23-10-2024 23:52:36,23-10-2024 23:52:37,1.284s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Return to Main Menu""))",Chrome 130.0.0.0,,,23-10-2024 23:52:37,23-10-2024 23:52:38,1.058s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/img_1""))",Chrome 130.0.0.0,,,23-10-2024 23:52:38,23-10-2024 23:52:39,1.095s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_K9-DL-01""))",Chrome 130.0.0.0,,,23-10-2024 23:52:39,23-10-2024 23:52:41,1.538s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_EST-10""))",Chrome 130.0.0.0,,,23-10-2024 23:52:41,23-10-2024 23:52:43,1.683s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_JPetStore Demo/font_Spotted Adult Female  Dalmation""), 0)",Chrome 130.0.0.0,,,23-10-2024 23:52:43,23-10-2024 23:52:43,0.473s,PASSED
