Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KW8,Chrome 129.0.0.0,,,19-10-2024 01:10:46,19-10-2024 01:11:39,52.589s,PASSED
,,,,,,,
Test Cases/PBKW,Chrome 129.0.0.0,,,19-10-2024 01:10:47,19-10-2024 01:11:39,51.785s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,19-10-2024 01:10:48,19-10-2024 01:10:57,8.415s,PASSED
"navigateToUrl(""https://parabank.parasoft.com/parabank/index.htm;jsessionid=433A0C0C0BB91807C12AA4A71899882A"")",Chrome 129.0.0.0,,,19-10-2024 01:10:57,19-10-2024 01:11:01,4.064s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Welcome  Online Banking/a_Locations""))",Chrome 129.0.0.0,,,19-10-2024 01:11:01,19-10-2024 01:11:08,7.188s,PASSED
"com.test.pack1.customfunction8.printName(""sreeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"")",Chrome 129.0.0.0,,,19-10-2024 01:11:08,19-10-2024 01:11:08,0.138s,PASSED
"click(findTestObject(""Object Repository/Page_Automated Software Testing Solutions F_4f6c59/span_Products""))",Chrome 129.0.0.0,,,19-10-2024 01:11:08,19-10-2024 01:11:10,2.050s,PASSED
"click(findTestObject(""Object Repository/Page_Automated Software Testing Solutions F_4f6c59/span_CCtest""))",Chrome 129.0.0.0,,,19-10-2024 01:11:10,19-10-2024 01:11:14,3.867s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CCtest Check C and C Code Quality Tool_a48130/a_Try Parasoft""), 0)",Chrome 129.0.0.0,,,19-10-2024 01:11:14,19-10-2024 01:11:15,0.654s,PASSED
"click(findTestObject(""Object Repository/Page_CCtest Check C and C Code Quality Tool_a48130/span_Solutions""))",Chrome 129.0.0.0,,,19-10-2024 01:11:15,19-10-2024 01:11:15,0.529s,PASSED
"click(findTestObject(""Object Repository/Page_CCtest Check C and C Code Quality Tool_a48130/a_AUTOSAR C14""))",Chrome 129.0.0.0,,,19-10-2024 01:11:15,19-10-2024 01:11:17,1.997s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_AUTOSAR C Rules and Coding Standards C_501c1a/a_Contact Us""), 0)",Chrome 129.0.0.0,,,19-10-2024 01:11:17,19-10-2024 01:11:18,0.569s,PASSED
"click(findTestObject(""Object Repository/Page_AUTOSAR C Rules and Coding Standards C_501c1a/span_Industries""))",Chrome 129.0.0.0,,,19-10-2024 01:11:18,19-10-2024 01:11:18,0.511s,PASSED
"click(findTestObject(""Object Repository/Page_AUTOSAR C Rules and Coding Standards C_501c1a/a_Automotive""))",Chrome 129.0.0.0,,,19-10-2024 01:11:18,19-10-2024 01:11:21,2.219s,PASSED
"click(findTestObject(""Object Repository/Page_Automotive Embedded Software Testing S_981503/span_Customer Success""))",Chrome 129.0.0.0,,,19-10-2024 01:11:21,19-10-2024 01:11:31,10.481s,PASSED
"click(findTestObject(""Object Repository/Page_Automotive Embedded Software Testing S_981503/a_Customer Portal""))",Chrome 129.0.0.0,,,19-10-2024 01:11:31,19-10-2024 01:11:33,2.248s,PASSED
"switchToWindowTitle(""Customer Portal Home"")",Chrome 129.0.0.0,,,19-10-2024 01:11:33,19-10-2024 01:11:37,3.248s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Customer Portal Home/a_Announcements""), 0)",Chrome 129.0.0.0,,,19-10-2024 01:11:37,19-10-2024 01:11:39,2.193s,PASSED
