Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite9,Chrome 130.0.0.0,,,23-10-2024 23:35:02,23-10-2024 23:35:30,28.241s,PASSED
,,,,,,,
Test Cases/KW9TC,Chrome 130.0.0.0,,,23-10-2024 23:35:05,23-10-2024 23:35:30,25.171s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,23-10-2024 23:35:07,23-10-2024 23:35:15,8.000s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 130.0.0.0,,,23-10-2024 23:35:15,23-10-2024 23:35:24,9.016s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/p_Forgot your password""))",Chrome 130.0.0.0,,,23-10-2024 23:35:24,23-10-2024 23:35:26,2.463s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_username""), ""test"")",Chrome 130.0.0.0,,,23-10-2024 23:35:26,23-10-2024 23:35:28,1.415s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/button_Reset Password""))",Chrome 130.0.0.0,,,23-10-2024 23:35:28,23-10-2024 23:35:28,0.504s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_OrangeHRM/h6_Reset Password link sent successfully""), 0)",Chrome 130.0.0.0,,,23-10-2024 23:35:28,23-10-2024 23:35:30,1.760s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_OrangeHRM/p_If the email does not arrive, please cont_a09402""), 0)",Chrome 130.0.0.0,,,23-10-2024 23:35:30,23-10-2024 23:35:30,0.380s,PASSED
com.test.pack1.KW9.verifyele(),Chrome 130.0.0.0,,,23-10-2024 23:35:30,23-10-2024 23:35:30,0.113s,PASSED
