Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SauceTestDDAgain,Chrome 129.0.0.0,,,19-10-2024 01:51:44,19-10-2024 01:52:08,23.705s,PASSED
,,,,,,,
Test Cases/SauceLab/TC2_SauceLab_Variable - DD,Chrome 129.0.0.0,,,19-10-2024 01:51:45,19-10-2024 01:52:08,22.517s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,19-10-2024 01:51:48,19-10-2024 01:51:58,10.101s,PASSED
navigateToUrl(url),Chrome 129.0.0.0,,,19-10-2024 01:51:58,19-10-2024 01:52:00,2.297s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), username)",Chrome 129.0.0.0,,,19-10-2024 01:52:00,19-10-2024 01:52:03,3.106s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), password)",Chrome 129.0.0.0,,,19-10-2024 01:52:03,19-10-2024 01:52:04,1.319s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 129.0.0.0,,,19-10-2024 01:52:04,19-10-2024 01:52:05,1.061s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/div_Sauce Labs Backpack""), ""Sauce Labs Backpack"")",Chrome 129.0.0.0,,,19-10-2024 01:52:06,19-10-2024 01:52:06,0.531s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 129.0.0.0,,,19-10-2024 01:52:06,19-10-2024 01:52:07,0.491s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_1""))",Chrome 129.0.0.0,,,19-10-2024 01:52:07,19-10-2024 01:52:07,0.936s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/div_Sauce Labs Backpack""), 0)",Chrome 129.0.0.0,,,19-10-2024 01:52:07,19-10-2024 01:52:08,0.388s,PASSED
