Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
sampletestsuite,Chrome 129.0.0.0,,,05-10-2024 16:43:10,05-10-2024 16:43:44,34.163s,PASSED
,,,,,,,
Test Cases/TCSample,Chrome 129.0.0.0,,,05-10-2024 16:43:11,05-10-2024 16:43:31,19.209s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,05-10-2024 16:43:12,05-10-2024 16:43:20,7.618s,PASSED
"navigateToUrl(""https://stps.ecoleaide.com/home.htm"")",Chrome 129.0.0.0,,,05-10-2024 16:43:20,05-10-2024 16:43:22,1.584s,PASSED
"click(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/a_Forgot Password""))",Chrome 129.0.0.0,,,05-10-2024 16:43:22,05-10-2024 16:43:24,2.403s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/select_--Select Problem--I forgot my password""), ""1"", true)",Chrome 129.0.0.0,,,05-10-2024 16:43:24,05-10-2024 16:43:26,2.371s,PASSED
"click(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/input_What problem are you having with your_1922ff""))",Chrome 129.0.0.0,,,05-10-2024 16:43:26,05-10-2024 16:43:27,0.699s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/select_--Select reset method--Send reset me_765839""), ""2"", true)",Chrome 129.0.0.0,,,05-10-2024 16:43:27,05-10-2024 16:43:29,1.607s,PASSED
"setText(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/input_Enter your username_email""), ""test"")",Chrome 129.0.0.0,,,05-10-2024 16:43:29,05-10-2024 16:43:30,1.309s,PASSED
"click(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/input_Enter your username_back""))",Chrome 129.0.0.0,,,05-10-2024 16:43:30,05-10-2024 16:43:31,0.572s,PASSED
,,,,,,,
Test Cases/TCSample,Chrome 129.0.0.0,,,05-10-2024 16:43:31,05-10-2024 16:43:44,13.360s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,05-10-2024 16:43:31,05-10-2024 16:43:36,4.891s,PASSED
"navigateToUrl(""https://stps.ecoleaide.com/home.htm"")",Chrome 129.0.0.0,,,05-10-2024 16:43:36,05-10-2024 16:43:38,2.405s,PASSED
"click(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/a_Forgot Password""))",Chrome 129.0.0.0,,,05-10-2024 16:43:38,05-10-2024 16:43:39,1.270s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/select_--Select Problem--I forgot my password""), ""1"", true)",Chrome 129.0.0.0,,,05-10-2024 16:43:39,05-10-2024 16:43:41,1.383s,PASSED
"click(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/input_What problem are you having with your_1922ff""))",Chrome 129.0.0.0,,,05-10-2024 16:43:41,05-10-2024 16:43:41,0.489s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/select_--Select reset method--Send reset me_765839""), ""2"", true)",Chrome 129.0.0.0,,,05-10-2024 16:43:41,05-10-2024 16:43:43,1.524s,PASSED
"setText(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/input_Enter your username_email""), ""test"")",Chrome 129.0.0.0,,,05-10-2024 16:43:43,05-10-2024 16:43:43,0.867s,PASSED
"click(findTestObject(""Object Repository/Page_St. Thomas Public School - StudentPare_015377/input_Enter your username_back""))",Chrome 129.0.0.0,,,05-10-2024 16:43:43,05-10-2024 16:43:44,0.455s,PASSED
