Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TCSuite1,Chrome 130.0.0.0,,,22-10-2024 23:59:52,23-10-2024 00:01:36,1m - 43.403s,PASSED
,,,,,,,
Test Cases/DemoBlazeTagsAdded,Chrome 130.0.0.0,,BlazeTag,22-10-2024 23:59:53,23-10-2024 00:00:25,32.365s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,22-10-2024 23:59:54,23-10-2024 00:00:06,12.595s,PASSED
"navigateToUrl(""https://www.demoblaze.com/"")",Chrome 130.0.0.0,,,23-10-2024 00:00:06,23-10-2024 00:00:09,3.020s,PASSED
"click(findTestObject(""Object Repository/Page_STORE/a_Monitors""))",Chrome 130.0.0.0,,,23-10-2024 00:00:09,23-10-2024 00:00:13,3.134s,PASSED
"click(findTestObject(""Object Repository/Page_STORE/a_ASUS Full HD""))",Chrome 130.0.0.0,,,23-10-2024 00:00:13,23-10-2024 00:00:16,3.955s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_STORE/h2_ASUS Full HD""), 0)",Chrome 130.0.0.0,,,23-10-2024 00:00:16,23-10-2024 00:00:19,2.125s,PASSED
"click(findTestObject(""Object Repository/Page_STORE/a_Add to cart""))",Chrome 130.0.0.0,,,23-10-2024 00:00:19,23-10-2024 00:00:20,1.535s,PASSED
"cart = findTestObject(""Object Repository/Page_STORE/a_Add to cart"")",Chrome 130.0.0.0,,,23-10-2024 00:00:20,23-10-2024 00:00:20,0.036s,PASSED
"verifyElementPresent(cart, 3)",Chrome 130.0.0.0,,,23-10-2024 00:00:20,23-10-2024 00:00:21,1.063s,PASSED
closeBrowser(),Chrome 130.0.0.0,,,23-10-2024 00:00:21,23-10-2024 00:00:25,3.853s,PASSED
,,,,,,,
Test Cases/ParaBank,Chrome 130.0.0.0,,parabanktag,23-10-2024 00:00:25,23-10-2024 00:01:36,1m - 10.379s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,23-10-2024 00:00:26,23-10-2024 00:00:33,7.091s,PASSED
"navigateToUrl(""https://parabank.parasoft.com/parabank/index.htm;jsessionid=433A0C0C0BB91807C12AA4A71899882A"")",Chrome 130.0.0.0,,,23-10-2024 00:00:33,23-10-2024 00:00:46,12.459s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Welcome  Online Banking/a_Register""))",Chrome 130.0.0.0,,,23-10-2024 00:00:46,23-10-2024 00:00:52,6.601s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_First Name_customer.firstName""), fname)",Chrome 130.0.0.0,,,23-10-2024 00:00:52,23-10-2024 00:00:58,5.766s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Last Name_customer.lastName""), lname)",Chrome 130.0.0.0,,,23-10-2024 00:00:58,23-10-2024 00:00:59,1.248s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Address_customer.address.street""), ""t"")",Chrome 130.0.0.0,,,23-10-2024 00:00:59,23-10-2024 00:01:02,2.925s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_City_customer.address.city""), ""t"")",Chrome 130.0.0.0,,,23-10-2024 00:01:02,23-10-2024 00:01:05,2.834s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_City_customer.address.city""))",Chrome 130.0.0.0,,,23-10-2024 00:01:05,23-10-2024 00:01:13,7.667s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_State_customer.address.state""), ""t"")",Chrome 130.0.0.0,,,23-10-2024 00:01:13,23-10-2024 00:01:17,4.499s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_State_customer.address.state""))",Chrome 130.0.0.0,,,23-10-2024 00:01:17,23-10-2024 00:01:18,0.913s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Zip Code_customer.address.zipCode""), ""222"")",Chrome 130.0.0.0,,,23-10-2024 00:01:18,23-10-2024 00:01:22,3.240s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Phone_customer.phoneNumber""), ""22332"")",Chrome 130.0.0.0,,,23-10-2024 00:01:22,23-10-2024 00:01:23,1.517s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_SSN_customer.ssn""), """")",Chrome 130.0.0.0,,,23-10-2024 00:01:23,23-10-2024 00:01:25,1.647s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_SSN_customer.ssn""))",Chrome 130.0.0.0,,,23-10-2024 00:01:25,23-10-2024 00:01:26,0.816s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Username_customer.username""), ""test"")",Chrome 130.0.0.0,,,23-10-2024 00:01:26,23-10-2024 00:01:27,1.811s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Password_customer.password""), ""P9ET2sDE0SE="")",Chrome 130.0.0.0,,,23-10-2024 00:01:27,23-10-2024 00:01:28,0.909s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Confirm_repeatedPassword""), ""P9ET2sDE0SE="")",Chrome 130.0.0.0,,,23-10-2024 00:01:28,23-10-2024 00:01:29,0.731s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Confirm_button""))",Chrome 130.0.0.0,,,23-10-2024 00:01:29,23-10-2024 00:01:31,1.809s,PASSED
"setText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Username_username""), ""test"")",Chrome 130.0.0.0,,,23-10-2024 00:01:31,23-10-2024 00:01:32,1.248s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Password_password""), ""P9ET2sDE0SE="")",Chrome 130.0.0.0,,,23-10-2024 00:01:32,23-10-2024 00:01:33,1.393s,PASSED
"click(findTestObject(""Object Repository/Page_ParaBank  Register for Free Online Acc_dbf84b/input_Password_button""))",Chrome 130.0.0.0,,,23-10-2024 00:01:33,23-10-2024 00:01:35,1.434s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_ParaBank  Error/p_The username and password could not be verified""))",Chrome 130.0.0.0,,,23-10-2024 00:01:35,23-10-2024 00:01:36,0.638s,PASSED
